shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,order_id,order_date,shipping_date,order_country,delivery_status,benefit_per_order,order_item_profit_ratio,shipping_delay_days,days_for_shipping_real,order_year,order_month.1,order_day_of_week,is_profitable,latitude,longitude
Standard Class,North Balochistan,Balochistan,Team Sports,Sports,Consumer,CASH,6,4,0.129,32055.07,111679.86,27919.96,0,1,2,8,0.6475729301995985,0.655679392933365,0.7366829702089818,58344,2021-08-04 02:27:00,2021-08-11 02:27:00,Chaman,Late delivery,43990.7,0.3939,1,7,2021,8,2,1,25.7543,-84.7725
Standard Class,North KPK,KPK,Tools & Equipment,Automotive,Corporate,PAYMENT,4,1,0.028,52157.88,50697.46,50697.46,0,1,6,10,0.5953805774278215,0.5940386230058774,0.7366829702089818,48708,2024-10-22 06:12:00,2024-10-30 06:12:00,Kohat,Late delivery,5982.3,0.118,4,8,2024,10,1,1,65.2386,-102.6386
Same Day,Rural Sindh,Sindh,Personal Care,Health,Home Office,TRANSFER,1,2,0.119,74725.28,131665.94,65832.97,0,1,23,3,0.5224103055466837,0.5220072294280247,0.4316920322291853,29076,2023-03-10 23:58:00,2023-03-14 23:58:00,Hyderabad,Late delivery,55984.36,0.4252,3,4,2023,3,4,1,-19.4176,-121.2419
Second Class,South Balochistan,Balochistan,Team Sports,Sports,Corporate,CASH,4,1,0.283,84116.71,60311.68,60311.68,0,1,22,6,0.6475729301995985,0.6395294117647059,0.6605610122997965,57704,2022-06-21 22:06:00,2022-06-28 22:06:00,Gwadar,Shipping on time,23394.9,0.3879,3,7,2022,6,1,1,66.0631,-172.0329
Same Day,South Punjab,Punjab,Footwear,Clothing,Corporate,CASH,1,4,0.04,40755.69,156501.85,39125.46,1,1,12,5,0.4820809248554913,0.487797147385103,0.4316920322291853,17297,2022-05-14 12:22:00,2022-05-16 12:22:00,Sialkot,Shipping on time,-5681.02,-0.0363,1,2,2022,5,5,0,29.2806,-0.0485
Same Day,Northern Areas,Federal,Team Sports,Sports,Consumer,TRANSFER,0,2,0.079,180510.84,332500.97,166250.48,0,1,18,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,65455,2022-07-29 18:41:00,2022-07-31 18:41:00,Islamabad,Shipping on time,18586.8,0.0559,2,2,2022,7,4,1,-4.058,57.6912
Standard Class,Rural Sindh,Sindh,Audio,Electronics,Corporate,TRANSFER,6,4,0.157,38422.53,129560.77,32390.19,1,1,15,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,75502,2022-02-27 15:38:00,2022-03-06 15:38:00,Larkana,Shipping on time,7682.95,0.0593,1,7,2022,2,6,1,-11.2048,118.3705
Same Day,North KPK,KPK,Beverages,Food,Corporate,PAYMENT,0,1,0.129,124571.99,108502.2,108502.2,1,1,13,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,53881,2024-01-07 13:30:00,2024-01-07 13:30:00,Abbottabad,Shipping on time,6021.87,0.0555,0,0,2024,1,6,1,2.3443,-141.687
Same Day,Capital Territory,Federal,Tools & Equipment,Automotive,Consumer,CASH,1,4,0.038,147874.89,569022.58,142255.64,0,1,20,1,0.7340503544365681,0.7377613776137761,0.4316920322291853,60079,2024-01-12 20:58:00,2024-01-17 20:58:00,Rawalpindi,Shipping on time,207863.95,0.3653,4,5,2024,1,4,1,52.6261,31.9326
Standard Class,Rural Sindh,Sindh,Accessories,Clothing,Home Office,PAYMENT,6,2,0.298,160323.72,225094.5,112547.25,0,1,13,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,36568,2022-09-19 13:51:00,2022-09-29 13:51:00,Sukkur,Shipping on time,86008.61,0.3821,4,10,2022,9,0,1,43.9353,13.28
Same Day,North Balochistan,Balochistan,Books,Books & Media,Consumer,CASH,1,2,0.144,115723.32,198118.32,99059.16,0,1,20,6,0.6475729301995985,0.655679392933365,0.4316920322291853,54122,2024-06-27 20:09:00,2024-06-28 20:09:00,Turbat,Shipping on time,61674.23,0.3113,0,1,2024,6,3,1,2.8835,-113.7442
Second Class,South Balochistan,Balochistan,Music,Books & Media,Home Office,PAYMENT,5,4,0.265,170986.74,502701.02,125675.26,0,1,15,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,97329,2021-04-01 15:57:00,2021-04-06 15:57:00,Chaman,Shipping on time,206057.15,0.4099,0,5,2021,4,3,1,-24.3997,115.9805
Same Day,Northern Areas,Federal,Car Accessories,Automotive,Consumer,TRANSFER,0,4,0.22,241690.11,754073.14,188518.28,0,1,13,6,0.7340503544365681,0.7303862035462716,0.4316920322291853,13672,2023-06-05 13:22:00,2023-06-09 13:22:00,Gilgit,Late delivery,97426.25,0.1292,4,4,2023,6,0,1,63.9912,113.1853
Standard Class,South KPK,KPK,Garden Tools,Home & Garden,Home Office,DEBIT,5,3,0.254,38625.99,86444.97,28814.99,1,1,22,4,0.5953805774278215,0.5967233774417139,0.7366829702089818,44414,2024-04-07 22:16:00,2024-04-15 22:16:00,Kohat,Late delivery,-354.42,-0.0041,3,8,2024,4,6,0,-31.6589,-141.547
Same Day,South Punjab,Punjab,Furniture,Home & Garden,Home Office,CASH,1,1,0.009,42011.45,41633.35,41633.35,0,1,3,5,0.4820809248554913,0.487797147385103,0.4316920322291853,54590,2023-05-16 03:19:00,2023-05-19 03:19:00,Faisalabad,Shipping on time,9471.59,0.2275,2,3,2023,5,1,1,-46.5173,148.0416
Second Class,Capital Territory,Federal,Music,Books & Media,Corporate,TRANSFER,3,1,0.123,67761.43,59426.77,59426.77,0,1,0,10,0.7340503544365681,0.7377613776137761,0.6605610122997965,73347,2023-10-03 00:14:00,2023-10-08 00:14:00,Gilgit,Late delivery,19034.39,0.3203,2,5,2023,10,1,1,-15.3762,25.2153
Standard Class,Urban Sindh,Sindh,Men's Fashion,Clothing,Consumer,PAYMENT,6,5,0.141,19417.86,83399.71,16679.94,0,1,21,1,0.5224103055466837,0.522814498933902,0.7366829702089818,90980,2024-01-18 21:24:00,2024-01-25 21:24:00,Karachi,Late delivery,41.7,0.0005,1,7,2024,1,3,1,-58.0412,105.9805
First Class,Central Punjab,Punjab,Laptops,Electronics,Consumer,PAYMENT,3,1,0.07,293364.58,272829.06,272829.06,0,1,12,3,0.4820809248554913,0.479179810725552,0.5351926799225761,36340,2023-03-23 12:40:00,2023-03-27 12:40:00,Multan,Late delivery,-26737.25,-0.098,1,4,2023,3,3,0,11.9613,-154.0838
Same Day,North KPK,KPK,Tools & Equipment,Automotive,Consumer,CASH,0,1,0.18,273330.12,224130.7,224130.7,0,1,9,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,51219,2021-01-27 09:50:00,2021-01-29 09:50:00,Kohat,Shipping on time,90728.11,0.4048,2,2,2021,1,2,1,49.0132,-104.3331
Same Day,Rural Sindh,Sindh,Furniture,Home & Garden,Corporate,TRANSFER,1,2,0.176,195998.78,323005.99,161503.0,0,1,5,4,0.5224103055466837,0.5220072294280247,0.4316920322291853,38246,2021-04-20 05:19:00,2021-04-23 05:19:00,Mirpur Khas,Shipping on time,-20446.28,-0.0633,2,3,2021,4,1,0,25.5965,26.5602
Second Class,South Punjab,Punjab,Snacks,Food,Consumer,CASH,4,5,0.317,195913.34,669044.06,133808.81,0,1,21,6,0.4820809248554913,0.487797147385103,0.6605610122997965,90951,2022-06-23 21:17:00,2022-06-29 21:17:00,Faisalabad,Shipping on time,256444.59,0.3833,2,6,2022,6,3,1,-11.9376,169.607
Standard Class,Central Punjab,Punjab,Accessories,Clothing,Home Office,PAYMENT,4,3,0.278,55478.98,120167.47,40055.82,0,1,12,9,0.4820809248554913,0.479179810725552,0.7366829702089818,77844,2021-09-28 12:04:00,2021-10-04 12:04:00,Sialkot,Late delivery,17412.27,0.1449,2,6,2021,9,1,1,47.1198,-8.4858
Same Day,South Balochistan,Balochistan,Laptops,Electronics,Home Office,TRANSFER,1,1,0.144,295920.36,253307.83,253307.83,0,1,3,1,0.6475729301995985,0.6395294117647059,0.4316920322291853,90911,2023-01-05 03:08:00,2023-01-07 03:08:00,Gwadar,Late delivery,90405.56,0.3569,1,2,2023,1,3,1,1.5513,170.0654
Same Day,North Balochistan,Balochistan,Audio,Electronics,Consumer,DEBIT,0,2,0.138,171906.31,296366.48,148183.24,0,1,11,2,0.6475729301995985,0.655679392933365,0.4316920322291853,53702,2024-02-21 11:25:00,2024-02-21 11:25:00,Chaman,Shipping on time,94896.55,0.3202,0,0,2024,2,2,1,-5.8368,175.04
First Class,Central Punjab,Punjab,Music,Books & Media,Consumer,TRANSFER,2,5,0.062,200081.8,938383.64,187676.73,0,1,3,2,0.4820809248554913,0.479179810725552,0.5351926799225761,63099,2022-02-23 03:54:00,2022-02-28 03:54:00,Lahore,Late delivery,281327.42,0.2998,3,5,2022,2,2,1,10.4213,148.1106
Second Class,South KPK,KPK,Team Sports,Sports,Home Office,CASH,3,4,0.109,143525.41,511524.56,127881.14,0,1,0,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,19025,2021-12-21 00:56:00,2021-12-25 00:56:00,Mardan,Late delivery,-14936.52,-0.0292,1,4,2021,12,1,0,34.794,-0.8132
Same Day,Capital Territory,Federal,Personal Care,Health,Home Office,PAYMENT,0,1,0.05,244138.63,231931.7,231931.7,0,1,21,9,0.7340503544365681,0.7377613776137761,0.4316920322291853,62609,2021-09-30 21:42:00,2021-10-02 21:42:00,Rawalpindi,Late delivery,8998.95,0.0388,2,2,2021,9,3,1,1.6502,50.2577
Standard Class,Capital Territory,Federal,Beverages,Food,Corporate,PAYMENT,4,5,0.135,75560.13,326797.56,65359.51,1,1,1,12,0.7340503544365681,0.7377613776137761,0.7366829702089818,67168,2024-12-08 01:30:00,2024-12-13 01:30:00,Rawalpindi,Late delivery,66013.11,0.202,1,5,2024,12,6,1,64.6656,124.0144
First Class,Urban Sindh,Sindh,Team Sports,Sports,Corporate,CASH,2,1,0.329,84116.71,56442.31,56442.31,1,1,2,10,0.5224103055466837,0.522814498933902,0.5351926799225761,95236,2023-10-07 02:26:00,2023-10-09 02:26:00,Sukkur,Shipping on time,5616.01,0.0995,0,2,2023,10,5,1,-23.5364,135.1014
Second Class,Central Punjab,Punjab,Garden Tools,Home & Garden,Corporate,TRANSFER,4,1,0.295,67932.0,47892.06,47892.06,0,1,0,6,0.4820809248554913,0.479179810725552,0.6605610122997965,37925,2021-06-16 00:48:00,2021-06-19 00:48:00,Multan,Advance shipping,13261.31,0.2769,-1,3,2021,6,2,1,-50.1398,-103.1123
Second Class,North Balochistan,Balochistan,Grocery,Food,Corporate,DEBIT,4,1,0.19,15553.18,12598.08,12598.08,0,1,14,8,0.6475729301995985,0.655679392933365,0.6605610122997965,15536,2022-08-03 14:14:00,2022-08-08 14:14:00,Gwadar,Late delivery,1588.62,0.1261,1,5,2022,8,2,1,69.7352,-13.0736
First Class,Central Punjab,Punjab,Personal Care,Health,Corporate,DEBIT,2,1,0.096,140170.78,126714.39,126714.39,0,1,10,6,0.4820809248554913,0.479179810725552,0.5351926799225761,82676,2024-06-03 10:46:00,2024-06-06 10:46:00,Multan,Late delivery,7666.22,0.0605,1,3,2024,6,0,1,51.5852,-143.9688
Same Day,Urban Sindh,Sindh,Music,Books & Media,Home Office,PAYMENT,0,4,0.173,167499.96,554089.87,138522.47,0,1,9,5,0.5224103055466837,0.522814498933902,0.4316920322291853,69190,2021-05-14 09:50:00,2021-05-16 09:50:00,Karachi,Late delivery,50089.72,0.0904,2,2,2021,5,4,1,-29.5465,-2.2289
Same Day,Rural Sindh,Sindh,GPS & Navigation,Automotive,Home Office,CASH,1,1,0.259,42679.1,31625.21,31625.21,1,1,4,12,0.5224103055466837,0.5220072294280247,0.4316920322291853,11916,2023-12-24 04:39:00,2023-12-26 04:39:00,Hyderabad,Shipping on time,468.05,0.0148,1,2,2023,12,6,1,42.2451,-138.7202
First Class,Rural Sindh,Sindh,Women's Fashion,Clothing,Home Office,PAYMENT,3,5,0.298,240023.07,842480.98,168496.2,0,1,21,11,0.5224103055466837,0.5220072294280247,0.5351926799225761,69108,2023-11-06 21:21:00,2023-11-12 21:21:00,Sukkur,Late delivery,88123.51,0.1046,3,6,2023,11,0,1,63.8396,166.0868
First Class,Northern Areas,Federal,Men's Fashion,Clothing,Home Office,DEBIT,3,3,0.06,232532.73,655742.3,218580.77,1,1,16,7,0.7340503544365681,0.7303862035462716,0.5351926799225761,44931,2024-07-21 16:34:00,2024-07-25 16:34:00,Rawalpindi,Late delivery,-48656.08,-0.0742,1,4,2024,7,6,0,24.2535,169.2887
First Class,Rural Sindh,Sindh,Furniture,Home & Garden,Corporate,DEBIT,3,2,0.002,195998.78,391213.56,195606.78,1,1,23,6,0.5224103055466837,0.5220072294280247,0.5351926799225761,65780,2022-06-25 23:32:00,2022-07-01 23:32:00,Mirpur Khas,Shipping on time,-13301.26,-0.034,3,6,2022,6,5,0,21.7552,66.825
Same Day,North Punjab,Punjab,Music,Books & Media,Home Office,CASH,1,5,0.193,171150.84,690593.64,138118.73,0,1,7,3,0.4820809248554913,0.4793103448275862,0.4316920322291853,59259,2024-03-20 07:42:00,2024-03-24 07:42:00,Gujranwala,Shipping on time,67954.41,0.0984,3,4,2024,3,2,1,5.3954,-127.8625
Standard Class,North KPK,KPK,Kitchen,Home & Garden,Corporate,PAYMENT,6,3,0.102,181511.1,488990.9,162996.97,0,1,7,11,0.5953805774278215,0.5940386230058774,0.7366829702089818,78885,2023-11-21 07:38:00,2023-11-28 07:38:00,Kohat,Late delivery,173347.27,0.3545,1,7,2023,11,1,1,-25.7178,4.3196
Standard Class,South KPK,KPK,Footwear,Clothing,Corporate,TRANSFER,6,5,0.022,176393.93,862566.32,172513.26,0,1,20,6,0.5953805774278215,0.5967233774417139,0.7366829702089818,50636,2023-06-29 20:42:00,2023-07-08 20:42:00,Mardan,Shipping on time,212708.85,0.2466,3,9,2023,6,3,1,43.2929,9.7141
First Class,Capital Territory,Federal,Footwear,Clothing,Corporate,TRANSFER,2,3,0.114,40755.69,108328.62,36109.54,0,1,17,8,0.7340503544365681,0.7377613776137761,0.5351926799225761,95304,2022-08-11 17:00:00,2022-08-17 17:00:00,Gilgit,Late delivery,-530.81,-0.0049,4,6,2022,8,3,0,31.8976,-88.2003
Standard Class,North Balochistan,Balochistan,Men's Fashion,Clothing,Home Office,CASH,6,3,0.281,33280.22,71785.43,23928.48,1,1,12,12,0.6475729301995985,0.655679392933365,0.7366829702089818,46647,2023-12-03 12:51:00,2023-12-11 12:51:00,Chaman,Late delivery,-4594.27,-0.064,2,8,2023,12,6,0,-37.1562,-142.7165
Same Day,South Balochistan,Balochistan,Laptops,Electronics,Home Office,CASH,0,1,0.01,11365.0,11251.35,11251.35,1,1,21,2,0.6475729301995985,0.6395294117647059,0.4316920322291853,35431,2024-02-04 21:28:00,2024-02-04 21:28:00,Quetta,Shipping on time,1356.91,0.1206,0,0,2024,2,6,1,-33.5738,-131.3166
First Class,Urban Sindh,Sindh,Personal Care,Health,Home Office,CASH,3,4,0.19,64096.95,207674.12,51918.53,0,1,10,1,0.5224103055466837,0.522814498933902,0.5351926799225761,40502,2022-01-05 10:58:00,2022-01-08 10:58:00,Karachi,Shipping on time,26582.29,0.128,0,3,2022,1,2,1,-35.73,-154.9832
Same Day,Rural Sindh,Sindh,Movies & TV,Books & Media,Home Office,CASH,1,1,0.039,136979.75,131637.54,131637.54,1,1,7,2,0.5224103055466837,0.5220072294280247,0.4316920322291853,31809,2021-02-27 07:58:00,2021-03-04 07:58:00,Larkana,Shipping on time,35805.41,0.272,4,5,2021,2,5,1,63.6607,160.4895
First Class,Urban Sindh,Sindh,Medical Supplies,Health,Corporate,TRANSFER,3,1,0.191,52036.05,42097.16,42097.16,1,1,9,11,0.5224103055466837,0.522814498933902,0.5351926799225761,88386,2023-11-05 09:57:00,2023-11-09 09:57:00,Mirpur Khas,Shipping on time,3847.68,0.0914,1,4,2023,11,6,1,53.3487,128.3808
Second Class,North Punjab,Punjab,Books,Books & Media,Consumer,CASH,4,2,0.321,78351.71,106401.62,53200.81,0,1,18,12,0.4820809248554913,0.4793103448275862,0.6605610122997965,13622,2023-12-28 18:40:00,2024-01-04 18:40:00,Sialkot,Shipping on time,17737.15,0.1667,3,7,2023,12,3,1,39.9159,75.6019
Second Class,Capital Territory,Federal,Movies & TV,Books & Media,Consumer,TRANSFER,3,2,0.053,184271.78,349010.75,174505.38,0,1,8,2,0.7340503544365681,0.7377613776137761,0.6605610122997965,34047,2021-02-11 08:28:00,2021-02-15 08:28:00,Gilgit,Late delivery,59296.93,0.1699,1,4,2021,2,3,1,15.4767,174.0782
Same Day,North Punjab,Punjab,Audio,Electronics,Corporate,PAYMENT,1,5,0.137,245166.19,1057892.11,211578.42,0,1,3,7,0.4820809248554913,0.4793103448275862,0.4316920322291853,68487,2021-07-20 03:27:00,2021-07-26 03:27:00,Gujranwala,Shipping on time,327417.61,0.3095,5,6,2021,7,1,1,3.8065,64.6344
Standard Class,North Balochistan,Balochistan,Vitamins,Health,Home Office,CASH,6,2,0.041,253813.03,486813.39,243406.7,1,1,14,6,0.6475729301995985,0.655679392933365,0.7366829702089818,35999,2023-06-24 14:53:00,2023-07-02 14:53:00,Turbat,Shipping on time,35878.15,0.0737,2,8,2023,6,5,1,-11.9549,-123.3355
Same Day,Central Punjab,Punjab,Cameras,Electronics,Home Office,PAYMENT,1,2,0.195,101962.3,164159.3,82079.65,0,1,23,11,0.4820809248554913,0.479179810725552,0.4316920322291853,46765,2023-11-28 23:36:00,2023-12-03 23:36:00,Multan,Late delivery,45554.21,0.2775,4,5,2023,11,1,1,38.76,26.3992
Same Day,North KPK,KPK,Men's Fashion,Clothing,Home Office,PAYMENT,1,5,0.143,132418.62,567413.79,113482.76,0,1,14,6,0.5953805774278215,0.5940386230058774,0.4316920322291853,19986,2023-06-07 14:20:00,2023-06-12 14:20:00,Mardan,Shipping on time,118192.29,0.2083,4,5,2023,6,2,1,61.0814,-47.301
Second Class,North Balochistan,Balochistan,Books,Books & Media,Home Office,DEBIT,5,2,0.066,78351.71,146360.99,73180.5,0,1,23,2,0.6475729301995985,0.655679392933365,0.6605610122997965,61807,2022-02-14 23:56:00,2022-02-20 23:56:00,Turbat,Late delivery,-687.9,-0.0047,1,6,2022,2,0,0,-51.8223,-48.9877
First Class,North Balochistan,Balochistan,GPS & Navigation,Automotive,Consumer,TRANSFER,3,2,0.279,247724.23,357218.34,178609.17,0,1,4,5,0.6475729301995985,0.655679392933365,0.5351926799225761,89978,2021-05-04 04:01:00,2021-05-08 04:01:00,Chaman,Late delivery,10180.72,0.0285,1,4,2021,5,1,1,11.1258,-51.209
First Class,Urban Sindh,Sindh,Laptops,Electronics,Home Office,PAYMENT,3,2,0.197,93823.65,150680.78,75340.39,1,1,22,6,0.5224103055466837,0.522814498933902,0.5351926799225761,31984,2022-06-11 22:17:00,2022-06-19 22:17:00,Sukkur,Shipping on time,20839.15,0.1383,5,8,2022,6,5,1,29.4292,120.1031
Same Day,Central Punjab,Punjab,Furniture,Home & Garden,Corporate,TRANSFER,0,3,0.053,131165.49,372641.16,124213.72,1,1,5,2,0.4820809248554913,0.479179810725552,0.4316920322291853,92354,2023-02-11 05:18:00,2023-02-11 05:18:00,Lahore,Shipping on time,166011.64,0.4455,0,0,2023,2,5,1,1.6126,44.0042
First Class,Central Punjab,Punjab,Mobiles & Tablets,Electronics,Home Office,PAYMENT,3,5,0.333,115327.9,384618.55,76923.71,0,1,13,8,0.4820809248554913,0.479179810725552,0.5351926799225761,14988,2023-08-03 13:51:00,2023-08-07 13:51:00,Faisalabad,Late delivery,114500.94,0.2977,1,4,2023,8,3,1,-16.607,21.7496
First Class,North Punjab,Punjab,Garden Tools,Home & Garden,Consumer,CASH,3,3,0.271,223337.18,488438.41,162812.8,0,1,16,11,0.4820809248554913,0.4793103448275862,0.5351926799225761,43411,2023-11-06 16:46:00,2023-11-12 16:46:00,Lahore,Late delivery,72875.01,0.1492,3,6,2023,11,0,1,-5.1192,-157.13
Standard Class,Urban Sindh,Sindh,Movies & TV,Books & Media,Consumer,DEBIT,7,3,0.299,136979.75,288068.41,96022.8,0,1,22,10,0.5224103055466837,0.522814498933902,0.7366829702089818,62883,2024-10-17 22:56:00,2024-10-26 22:56:00,Hyderabad,Late delivery,81552.17,0.2831,2,9,2024,10,3,1,27.6048,-148.9719
Standard Class,South KPK,KPK,Medical Supplies,Health,Consumer,TRANSFER,7,1,0.185,60513.68,49318.65,49318.65,0,1,2,11,0.5953805774278215,0.5967233774417139,0.7366829702089818,28219,2023-11-01 02:23:00,2023-11-11 02:23:00,Kohat,Shipping on time,19564.71,0.3967,3,10,2023,11,2,1,-2.3285,127.7055
First Class,Northern Areas,Federal,GPS & Navigation,Automotive,Consumer,DEBIT,2,4,0.345,156728.84,410629.56,102657.39,1,1,11,3,0.7340503544365681,0.7303862035462716,0.5351926799225761,23913,2024-03-23 11:30:00,2024-03-27 11:30:00,Islamabad,Late delivery,157189.0,0.3828,2,4,2024,3,5,1,-56.6986,155.7268
First Class,Urban Sindh,Sindh,Car Accessories,Automotive,Corporate,DEBIT,3,3,0.314,287165.02,590985.61,196995.2,0,1,9,3,0.5224103055466837,0.522814498933902,0.5351926799225761,87557,2024-03-15 09:02:00,2024-03-21 09:02:00,Sukkur,Late delivery,108564.06,0.1837,3,6,2024,3,4,1,29.3805,-102.5596
Same Day,Central Punjab,Punjab,Cameras,Electronics,Corporate,TRANSFER,0,5,0.029,234940.24,1140634.87,228126.97,0,1,9,5,0.4820809248554913,0.479179810725552,0.4316920322291853,70278,2021-05-10 09:27:00,2021-05-14 09:27:00,Multan,Shipping on time,-25093.97,-0.022,4,4,2021,5,0,0,3.2476,179.2075
Same Day,North KPK,KPK,Footwear,Clothing,Corporate,DEBIT,0,3,0.165,262048.24,656430.84,218810.28,1,1,7,10,0.5953805774278215,0.5940386230058774,0.4316920322291853,29087,2021-10-10 07:07:00,2021-10-11 07:07:00,Swat,Shipping on time,295196.95,0.4497,1,1,2021,10,6,1,64.9881,-13.9378
Same Day,South Balochistan,Balochistan,Personal Care,Health,Corporate,CASH,1,5,0.038,171715.08,825949.53,165189.91,1,1,16,4,0.6475729301995985,0.6395294117647059,0.4316920322291853,36493,2024-04-27 16:25:00,2024-04-29 16:25:00,Turbat,Late delivery,167667.75,0.203,1,2,2024,4,5,1,-13.89,69.4445
Second Class,Rural Sindh,Sindh,Bedding,Home & Garden,Consumer,TRANSFER,4,2,0.174,47634.61,78692.38,39346.19,1,1,16,12,0.5224103055466837,0.5220072294280247,0.6605610122997965,46944,2022-12-17 16:11:00,2022-12-23 16:11:00,Mirpur Khas,Late delivery,30509.04,0.3877,2,6,2022,12,5,1,3.2902,0.3914
First Class,South KPK,KPK,GPS & Navigation,Automotive,Consumer,TRANSFER,2,1,0.276,13757.7,9960.57,9960.57,0,1,23,8,0.5953805774278215,0.5967233774417139,0.5351926799225761,27055,2021-08-20 23:13:00,2021-08-24 23:13:00,Abbottabad,Late delivery,-182.28,-0.0183,2,4,2021,8,4,0,56.4489,-37.9683
Second Class,North Punjab,Punjab,Vitamins,Health,Home Office,PAYMENT,5,2,0.309,292680.63,404484.63,202242.32,0,1,10,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,58818,2023-07-26 10:19:00,2023-07-31 10:19:00,Sialkot,Shipping on time,64636.64,0.1598,0,5,2023,7,2,1,34.0854,56.3631
Standard Class,South Punjab,Punjab,Books,Books & Media,Corporate,CASH,6,1,0.322,66147.96,44848.32,44848.32,0,1,6,12,0.4820809248554913,0.487797147385103,0.7366829702089818,91209,2022-12-22 06:11:00,2022-12-30 06:11:00,Multan,Late delivery,5902.04,0.1316,2,8,2022,12,3,1,45.3935,76.0704
Second Class,Central Punjab,Punjab,Personal Care,Health,Consumer,CASH,5,4,0.303,134475.71,374918.28,93729.57,1,1,8,8,0.4820809248554913,0.479179810725552,0.6605610122997965,82220,2021-08-29 08:43:00,2021-09-05 08:43:00,Sialkot,Shipping on time,59836.96,0.1596,2,7,2021,8,6,1,35.2323,-90.4322
First Class,Rural Sindh,Sindh,Personal Care,Health,Home Office,TRANSFER,2,3,0.263,243491.28,538359.22,179453.07,1,1,8,1,0.5224103055466837,0.5220072294280247,0.5351926799225761,75287,2021-01-02 08:53:00,2021-01-06 08:53:00,Mirpur Khas,Shipping on time,36123.9,0.0671,2,4,2021,1,5,1,39.6168,27.5629
Standard Class,South Balochistan,Balochistan,Accessories,Clothing,Corporate,DEBIT,5,2,0.146,83131.61,141988.79,70994.4,0,1,10,4,0.6475729301995985,0.6395294117647059,0.7366829702089818,16096,2024-04-26 10:59:00,2024-05-05 10:59:00,Chaman,Late delivery,-1533.48,-0.0108,4,9,2024,4,4,0,68.2036,164.717
First Class,Central Punjab,Punjab,Furniture,Home & Garden,Consumer,CASH,3,1,0.178,90348.94,74266.83,74266.83,0,1,4,4,0.4820809248554913,0.479179810725552,0.5351926799225761,40943,2021-04-15 04:38:00,2021-04-19 04:38:00,Faisalabad,Late delivery,16093.62,0.2167,1,4,2021,4,3,1,68.263,-156.1983
Same Day,Urban Sindh,Sindh,Accessories,Clothing,Consumer,CASH,1,4,0.195,85770.04,276179.53,69044.88,0,1,8,10,0.5224103055466837,0.522814498933902,0.4316920322291853,39180,2023-10-09 08:35:00,2023-10-11 08:35:00,Mirpur Khas,Late delivery,-7843.5,-0.0284,1,2,2023,10,0,0,-22.3001,129.3471
First Class,Capital Territory,Federal,Medical Supplies,Health,Consumer,CASH,3,1,0.191,21510.72,17402.17,17402.17,1,1,20,3,0.7340503544365681,0.7377613776137761,0.5351926799225761,97453,2024-03-16 20:38:00,2024-03-20 20:38:00,Muzaffarabad,Late delivery,-1519.21,-0.0873,1,4,2024,3,5,0,34.0633,-143.5354
First Class,North Punjab,Punjab,Beverages,Food,Home Office,PAYMENT,2,5,0.096,13248.99,59885.43,11977.09,0,1,10,11,0.4820809248554913,0.4793103448275862,0.5351926799225761,17955,2024-11-12 10:50:00,2024-11-15 10:50:00,Gujranwala,Shipping on time,-5569.34,-0.093,1,3,2024,11,1,0,34.6289,-165.582
Second Class,Northern Areas,Federal,Men's Fashion,Clothing,Corporate,PAYMENT,4,1,0.346,248368.78,162433.18,162433.18,0,1,0,6,0.7340503544365681,0.7303862035462716,0.6605610122997965,73630,2021-06-04 00:42:00,2021-06-13 00:42:00,Muzaffarabad,Shipping on time,37294.66,0.2296,5,9,2021,6,4,1,-48.9985,61.5688
Same Day,North KPK,KPK,Fitness Equipment,Sports,Corporate,TRANSFER,0,5,0.195,178071.81,716739.04,143347.81,1,1,23,9,0.5953805774278215,0.5940386230058774,0.4316920322291853,85686,2023-09-17 23:16:00,2023-09-19 23:16:00,Mardan,Late delivery,51103.49,0.0713,2,2,2023,9,6,1,42.58,-153.3726
Standard Class,Capital Territory,Federal,Audio,Electronics,Home Office,TRANSFER,6,2,0.241,95814.93,145447.06,72723.53,0,1,13,5,0.7340503544365681,0.7377613776137761,0.7366829702089818,27092,2021-05-12 13:19:00,2021-05-21 13:19:00,Gilgit,Late delivery,32609.23,0.2242,3,9,2021,5,2,1,-43.2738,-145.1947
Same Day,South Balochistan,Balochistan,Footwear,Clothing,Home Office,CASH,0,2,0.269,78885.24,115330.22,57665.11,0,1,17,8,0.6475729301995985,0.6395294117647059,0.4316920322291853,74381,2021-08-04 17:35:00,2021-08-05 17:35:00,Quetta,Late delivery,32061.8,0.278,1,1,2021,8,2,1,-34.0476,-42.0009
