shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Same Day,North Punjab,Punjab,Movies & TV,Books & Media,Consumer,PAYMENT,1,3,0.337,268276.45,533601.86,177867.29,0,1,17,3,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Second Class,Central Punjab,Punjab,Laptops,Electronics,Home Office,TRANSFER,3,3,0.069,74436.69,207901.68,69300.56,0,1,23,4,0.4820809248554913,0.479179810725552,0.6605610122997965,0
First Class,North Balochistan,Balochistan,Beverages,Food,Consumer,TRANSFER,2,4,0.099,186155.98,670906.15,167726.54,0,1,23,2,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,South Balochistan,Balochistan,Vitamins,Health,Home Office,PAYMENT,5,3,0.326,226322.55,457624.2,152541.4,0,1,12,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,North KPK,KPK,Kitchen,Home & Garden,Consumer,TRANSFER,5,3,0.338,258122.89,512632.06,170877.35,0,1,5,2,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Second Class,North Punjab,Punjab,Audio,Electronics,Corporate,CASH,5,1,0.204,245166.19,195152.29,195152.29,0,1,2,4,0.4820809248554913,0.4793103448275862,0.6605610122997965,1
First Class,North Punjab,Punjab,Bedding,Home & Garden,Home Office,CASH,2,1,0.179,81330.12,66772.03,66772.03,1,1,1,1,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
First Class,North KPK,KPK,Women's Fashion,Clothing,Corporate,PAYMENT,2,3,0.022,255851.57,750668.51,250222.84,0,1,9,12,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Same Day,South Balochistan,Balochistan,Movies & TV,Books & Media,Home Office,TRANSFER,0,2,0.078,112875.81,208142.99,104071.5,1,1,21,4,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Standard Class,Capital Territory,Federal,GPS & Navigation,Automotive,Home Office,DEBIT,5,1,0.007,65960.66,65498.94,65498.94,0,1,0,5,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Same Day,South KPK,KPK,Vitamins,Health,Consumer,CASH,1,2,0.012,48251.7,95345.36,47672.68,1,1,4,2,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
First Class,Northern Areas,Federal,Furniture,Home & Garden,Home Office,CASH,3,5,0.113,299265.54,1230612.4494,246122.49,0,1,8,3,0.7340503544365681,0.7303862035462716,0.5351926799225761,0
Second Class,Capital Territory,Federal,Grocery,Food,Corporate,TRANSFER,3,4,0.284,226287.48,648087.34,162021.84,0,1,8,1,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Second Class,South Punjab,Punjab,Movies & TV,Books & Media,Corporate,TRANSFER,5,1,0.208,296687.86,234976.79,234976.79,1,1,4,9,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,North Punjab,Punjab,Fitness Equipment,Sports,Consumer,TRANSFER,2,3,0.034,137741.0,399173.42,133057.81,0,1,3,10,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
Standard Class,South KPK,KPK,Furniture,Home & Garden,Consumer,TRANSFER,7,2,0.268,139597.15,204370.23,102185.12,0,1,7,11,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Second Class,Northern Areas,Federal,Medical Supplies,Health,Home Office,CASH,4,3,0.16,284124.84,715994.6,238664.87,1,1,4,12,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,South KPK,KPK,Accessories,Clothing,Corporate,PAYMENT,4,3,0.035,17281.6,50030.23,16676.74,0,1,7,5,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Standard Class,North Balochistan,Balochistan,Car Accessories,Automotive,Consumer,PAYMENT,6,3,0.135,106039.18,275171.67,91723.89,0,1,10,4,0.6475729301995985,0.655679392933365,0.7366829702089818,0
Same Day,South KPK,KPK,Medical Supplies,Health,Corporate,DEBIT,1,1,0.344,259321.65,170115.0,170115.0,0,1,5,5,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Standard Class,Northern Areas,Federal,Vitamins,Health,Home Office,TRANSFER,4,2,0.008,253813.03,503565.05,251782.52,1,1,18,12,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
First Class,North KPK,KPK,Vitamins,Health,Consumer,CASH,2,1,0.236,46089.22,35212.16,35212.16,0,1,4,11,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
First Class,Urban Sindh,Sindh,Team Sports,Sports,Consumer,DEBIT,2,4,0.079,230284.0,848366.26,212091.56,0,1,4,7,0.5224103055466837,0.522814498933902,0.5351926799225761,1
Same Day,North Punjab,Punjab,Movies & TV,Books & Media,Corporate,TRANSFER,1,3,0.318,230507.15,471617.63,157205.88,1,1,11,4,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Standard Class,Northern Areas,Federal,Grocery,Food,Corporate,CASH,7,1,0.199,102625.69,82203.18,82203.18,1,1,9,9,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Same Day,Rural Sindh,Sindh,Men's Fashion,Clothing,Home Office,PAYMENT,0,4,0.071,33280.22,123669.3,30917.32,0,1,16,2,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
First Class,Urban Sindh,Sindh,Furniture,Home & Garden,Consumer,PAYMENT,2,3,0.166,299265.54,748762.38,249587.46,0,1,7,12,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,South Punjab,Punjab,Tools & Equipment,Automotive,Home Office,DEBIT,4,1,0.064,273330.12,255836.99,255836.99,0,1,7,12,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,Central Punjab,Punjab,Personal Care,Health,Corporate,DEBIT,2,5,0.086,171715.08,784737.92,156947.58,0,1,7,2,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Standard Class,North Balochistan,Balochistan,Mobiles & Tablets,Electronics,Consumer,TRANSFER,6,3,0.136,82461.33,213739.77,71246.59,0,1,1,12,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Laptops,Electronics,Home Office,TRANSFER,1,4,0.303,295920.36,825025.96,206256.49,0,1,9,2,0.5224103055466837,0.522814498933902,0.4316920322291853,0
First Class,North Balochistan,Balochistan,Team Sports,Sports,Consumer,TRANSFER,3,1,0.21,244986.83,193539.6,193539.6,0,1,5,5,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,North Balochistan,Balochistan,Garden Tools,Home & Garden,Consumer,DEBIT,4,2,0.325,67932.0,91708.2,45854.1,0,1,6,3,0.6475729301995985,0.655679392933365,0.7366829702089818,0
Same Day,Rural Sindh,Sindh,Cameras,Electronics,Consumer,PAYMENT,0,4,0.302,234940.24,655953.15,163988.29,0,1,14,2,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
First Class,North Balochistan,Balochistan,Tools & Equipment,Automotive,Home Office,PAYMENT,2,5,0.181,188047.63,770055.04,154011.01,1,1,7,5,0.6475729301995985,0.655679392933365,0.5351926799225761,1
First Class,Capital Territory,Federal,Men's Fashion,Clothing,Home Office,CASH,2,3,0.27,83650.83,183195.32,61065.11,0,1,23,1,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Standard Class,Capital Territory,Federal,Books,Books & Media,Corporate,DEBIT,4,5,0.047,107907.38,514178.67,102835.73,1,1,5,3,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Second Class,South KPK,KPK,Snacks,Food,Consumer,CASH,5,5,0.032,207099.28,1002360.52,200472.1,1,1,11,1,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
First Class,Central Punjab,Punjab,Kitchen,Home & Garden,Corporate,DEBIT,2,4,0.267,258122.89,756816.31,189204.08,0,1,9,8,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Standard Class,North Balochistan,Balochistan,Outdoor Sports,Sports,Corporate,PAYMENT,4,1,0.071,49678.32,46151.16,46151.16,0,1,12,8,0.6475729301995985,0.655679392933365,0.7366829702089818,0
First Class,Northern Areas,Federal,Kitchen,Home & Garden,Home Office,PAYMENT,2,5,0.327,258122.89,868583.52,173716.7,0,1,2,3,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
First Class,Rural Sindh,Sindh,Bedding,Home & Garden,Home Office,DEBIT,3,5,0.194,19027.15,76679.41,15335.88,0,1,8,2,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Second Class,North Balochistan,Balochistan,Books,Books & Media,Home Office,PAYMENT,4,1,0.136,107907.38,93231.98,93231.98,0,1,4,5,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Same Day,Northern Areas,Federal,Accessories,Clothing,Home Office,TRANSFER,1,1,0.169,74716.69,62089.57,62089.57,1,1,9,10,0.7340503544365681,0.7303862035462716,0.4316920322291853,1
First Class,Urban Sindh,Sindh,Mobiles & Tablets,Electronics,Corporate,CASH,2,1,0.071,107198.77,99587.66,99587.66,1,1,17,8,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Team Sports,Sports,Home Office,PAYMENT,5,5,0.108,258955.35,1154940.86,230988.17,1,1,22,12,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Same Day,Central Punjab,Punjab,Movies & TV,Books & Media,Home Office,TRANSFER,0,1,0.078,102955.82,94925.27,94925.27,0,1,19,4,0.4820809248554913,0.479179810725552,0.4316920322291853,1
Second Class,Northern Areas,Federal,Vitamins,Health,Consumer,PAYMENT,4,3,0.33,226322.55,454908.33,151636.11,0,1,21,7,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
First Class,South KPK,KPK,GPS & Navigation,Automotive,Consumer,TRANSFER,3,1,0.005,1922.43,1912.82,1912.82,0,1,18,11,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Standard Class,North Punjab,Punjab,Tools & Equipment,Automotive,Consumer,CASH,4,2,0.149,158477.8,269729.22,134864.61,0,1,17,12,0.4820809248554913,0.4793103448275862,0.7366829702089818,0
Second Class,North KPK,KPK,Grocery,Food,Consumer,PAYMENT,3,3,0.249,103191.53,232490.52,77496.84,0,1,2,7,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Same Day,South Punjab,Punjab,Cameras,Electronics,Corporate,DEBIT,0,1,0.348,95587.92,62323.32,62323.32,0,1,21,1,0.4820809248554913,0.487797147385103,0.4316920322291853,0
Second Class,Northern Areas,Federal,Accessories,Clothing,Consumer,PAYMENT,3,4,0.332,85770.04,229177.55,57294.39,1,1,5,7,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Same Day,Capital Territory,Federal,Tools & Equipment,Automotive,Corporate,DEBIT,0,3,0.294,215872.89,457218.78,152406.26,0,1,13,5,0.7340503544365681,0.7377613776137761,0.4316920322291853,1
Standard Class,South Punjab,Punjab,Tools & Equipment,Automotive,Corporate,TRANSFER,7,1,0.277,270126.08,195301.16,195301.16,1,1,10,12,0.4820809248554913,0.487797147385103,0.7366829702089818,0
Second Class,Northern Areas,Federal,Vitamins,Health,Consumer,PAYMENT,3,3,0.308,292680.63,607604.99,202535.0,0,1,2,10,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,South KPK,KPK,Accessories,Clothing,Corporate,CASH,4,5,0.096,131276.17,593368.29,118673.66,0,1,23,11,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Standard Class,North Punjab,Punjab,Fitness Equipment,Sports,Home Office,CASH,4,3,0.258,125120.63,278518.52,92839.51,0,1,17,4,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Same Day,North KPK,KPK,GPS & Navigation,Automotive,Consumer,DEBIT,0,4,0.297,65960.66,185481.38,46370.34,0,1,18,11,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Same Day,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Consumer,PAYMENT,1,2,0.008,89861.39,178285.0,89142.5,0,1,3,11,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
First Class,Northern Areas,Federal,Outdoor Sports,Sports,Consumer,DEBIT,2,1,0.14,135414.67,116456.62,116456.62,1,1,22,8,0.7340503544365681,0.7303862035462716,0.5351926799225761,0
Standard Class,Urban Sindh,Sindh,Mobiles & Tablets,Electronics,Home Office,PAYMENT,7,5,0.346,143176.92,468188.53,93637.71,1,1,17,10,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Same Day,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,PAYMENT,1,1,0.049,247724.23,235585.74,235585.74,0,1,12,11,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Same Day,North KPK,KPK,Accessories,Clothing,Home Office,PAYMENT,0,1,0.338,142798.27,94532.45,94532.45,0,1,18,2,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Standard Class,South Balochistan,Balochistan,Music,Books & Media,Corporate,CASH,4,2,0.256,2783.97,4142.55,2071.28,0,1,11,8,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,North KPK,KPK,Tools & Equipment,Automotive,Consumer,CASH,5,1,0.201,52157.88,41674.15,41674.15,1,1,12,8,0.5953805774278215,0.5940386230058774,0.7366829702089818,0
Second Class,North KPK,KPK,Men's Fashion,Clothing,Consumer,PAYMENT,3,2,0.042,174788.06,334893.92,167446.96,0,1,11,12,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Second Class,Capital Territory,Federal,GPS & Navigation,Automotive,Corporate,CASH,5,3,0.34,50792.51,100569.17,33523.06,0,1,1,10,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Standard Class,Capital Territory,Federal,Car Accessories,Automotive,Consumer,CASH,5,1,0.332,50266.11,33577.76,33577.76,1,1,8,8,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
First Class,North KPK,KPK,Beverages,Food,Home Office,DEBIT,2,4,0.052,207404.91,786479.42,196619.86,0,1,8,4,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Same Day,Capital Territory,Federal,Grocery,Food,Corporate,TRANSFER,0,4,0.051,15553.18,59039.87,14759.97,0,1,1,3,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Second Class,Rural Sindh,Sindh,Beverages,Food,Consumer,PAYMENT,3,1,0.008,186155.98,184666.73,184666.73,0,1,18,6,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
Standard Class,Urban Sindh,Sindh,Laptops,Electronics,Corporate,DEBIT,5,1,0.278,17248.28,12453.26,12453.26,0,1,23,9,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Second Class,Urban Sindh,Sindh,Outdoor Sports,Sports,Home Office,PAYMENT,4,5,0.225,205308.37,795569.93,159113.99,0,1,9,8,0.5224103055466837,0.522814498933902,0.6605610122997965,0
Standard Class,Rural Sindh,Sindh,Personal Care,Health,Corporate,CASH,5,4,0.181,298795.88,978855.3,244713.82,0,1,19,11,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
First Class,Rural Sindh,Sindh,Grocery,Food,Consumer,DEBIT,3,5,0.14,2958.47,12721.42,2544.28,0,1,5,11,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Same Day,South KPK,KPK,Laptops,Electronics,Consumer,PAYMENT,1,3,0.049,293364.58,836969.15,278989.72,0,1,23,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Same Day,Urban Sindh,Sindh,Women's Fashion,Clothing,Corporate,PAYMENT,1,4,0.234,70151.98,214945.67,53736.42,0,1,11,7,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Standard Class,North Balochistan,Balochistan,Footwear,Clothing,Corporate,TRANSFER,4,5,0.328,189689.96,637358.27,127471.65,1,1,5,3,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Second Class,South Punjab,Punjab,Movies & TV,Books & Media,Corporate,TRANSFER,3,4,0.068,296687.86,1106052.34,276513.09,0,1,23,1,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,South Balochistan,Balochistan,Accessories,Clothing,Consumer,CASH,2,4,0.3,17281.6,48388.48,12097.12,0,1,0,9,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Same Day,North KPK,KPK,Outdoor Sports,Sports,Corporate,CASH,0,2,0.024,59124.13,115410.3,57705.15,0,1,4,7,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,Urban Sindh,Sindh,Bedding,Home & Garden,Corporate,CASH,3,3,0.166,81330.12,203487.96,67829.32,0,1,9,6,0.5224103055466837,0.522814498933902,0.5351926799225761,1
First Class,North KPK,KPK,Mobiles & Tablets,Electronics,Home Office,CASH,2,4,0.23,205265.21,632216.85,158054.21,1,1,2,10,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Second Class,South KPK,KPK,Footwear,Clothing,Corporate,TRANSFER,5,2,0.162,9863.49,16531.21,8265.6,0,1,7,11,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Same Day,South KPK,KPK,Mobiles & Tablets,Electronics,Consumer,PAYMENT,0,2,0.11,139919.35,249056.44,124528.22,0,1,21,9,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Standard Class,Central Punjab,Punjab,Women's Fashion,Clothing,Consumer,PAYMENT,6,3,0.041,18205.1,52376.07,17458.69,0,1,18,12,0.4820809248554913,0.479179810725552,0.7366829702089818,0
First Class,South Punjab,Punjab,Accessories,Clothing,Consumer,PAYMENT,3,1,0.049,233913.58,222451.81,222451.81,0,1,2,9,0.4820809248554913,0.487797147385103,0.5351926799225761,1
First Class,South Punjab,Punjab,Outdoor Sports,Sports,Home Office,CASH,3,3,0.133,49678.32,129213.31,43071.1,1,1,12,10,0.4820809248554913,0.487797147385103,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Mobiles & Tablets,Electronics,Consumer,TRANSFER,5,3,0.318,82461.33,168715.88,56238.63,0,1,18,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Same Day,Capital Territory,Federal,Medical Supplies,Health,Consumer,DEBIT,1,3,0.242,60513.68,137608.11,45869.37,0,1,21,10,0.7340503544365681,0.7377613776137761,0.4316920322291853,1
First Class,North KPK,KPK,Beverages,Food,Home Office,PAYMENT,2,5,0.335,238279.13,792278.11,158455.62,0,1,10,4,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Standard Class,South Punjab,Punjab,Tools & Equipment,Automotive,Corporate,TRANSFER,6,5,0.16,270126.08,1134529.54,226905.91,1,1,15,4,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Standard Class,Northern Areas,Federal,Car Accessories,Automotive,Home Office,CASH,4,2,0.35,289499.94,376349.92,188174.96,0,1,18,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,South Punjab,Punjab,Men's Fashion,Clothing,Home Office,TRANSFER,5,1,0.233,19417.86,14893.5,14893.5,1,1,5,9,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Second Class,Capital Territory,Federal,Books,Books & Media,Home Office,CASH,5,3,0.2,66147.96,158755.1,52918.37,0,1,11,3,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Same Day,Urban Sindh,Sindh,Accessories,Clothing,Corporate,DEBIT,1,5,0.03,160323.72,777570.04,155514.01,1,1,12,3,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Second Class,Urban Sindh,Sindh,Medical Supplies,Health,Corporate,PAYMENT,5,5,0.042,238895.62,1144310.02,228862.0,0,1,2,3,0.5224103055466837,0.522814498933902,0.6605610122997965,1
First Class,Capital Territory,Federal,Vitamins,Health,Corporate,TRANSFER,2,2,0.133,105130.12,182295.63,91147.82,0,1,13,8,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Standard Class,Urban Sindh,Sindh,Audio,Electronics,Consumer,PAYMENT,5,3,0.334,229687.58,458915.78,152971.93,1,1,2,1,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Standard Class,Rural Sindh,Sindh,Grocery,Food,Consumer,DEBIT,5,3,0.327,92142.74,186036.19,62012.06,0,1,8,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Same Day,North Balochistan,Balochistan,Accessories,Clothing,Consumer,CASH,1,2,0.333,74716.69,99672.06,49836.03,0,1,6,11,0.6475729301995985,0.655679392933365,0.4316920322291853,0
Standard Class,South Punjab,Punjab,Footwear,Clothing,Corporate,CASH,4,3,0.336,10532.56,20980.86,6993.62,1,1,12,12,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,DEBIT,3,3,0.002,82461.33,246889.22,82296.41,0,1,15,12,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Second Class,South Balochistan,Balochistan,Books,Books & Media,Home Office,TRANSFER,5,2,0.135,116531.8,201600.01,100800.0,0,1,10,12,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Second Class,South KPK,KPK,Accessories,Clothing,Corporate,TRANSFER,5,4,0.008,238605.62,946787.1,236696.78,1,1,18,1,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Second Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,PAYMENT,5,2,0.319,281515.65,383424.32,191712.16,1,1,5,7,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
First Class,South Punjab,Punjab,Books,Books & Media,Consumer,TRANSFER,3,4,0.163,286197.16,958188.09,239547.02,0,1,21,2,0.4820809248554913,0.487797147385103,0.5351926799225761,1
First Class,Capital Territory,Federal,Medical Supplies,Health,Consumer,CASH,3,3,0.325,60188.74,121882.2,40627.4,0,1,18,6,0.7340503544365681,0.7377613776137761,0.5351926799225761,0
Second Class,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,DEBIT,5,2,0.305,89861.39,124907.33,62453.66,0,1,19,9,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
First Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Consumer,DEBIT,3,3,0.282,206175.2,444101.38,148033.79,0,1,21,11,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Standard Class,Central Punjab,Punjab,GPS & Navigation,Automotive,Home Office,TRANSFER,7,5,0.307,264253.22,915637.41,183127.48,0,1,18,1,0.4820809248554913,0.479179810725552,0.7366829702089818,0
Same Day,North Punjab,Punjab,Furniture,Home & Garden,Corporate,DEBIT,1,5,0.257,131165.49,487279.8,97455.96,0,1,4,12,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Standard Class,Rural Sindh,Sindh,Team Sports,Sports,Consumer,DEBIT,5,1,0.19,230284.0,186530.04,186530.04,1,1,15,7,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Same Day,South KPK,KPK,Medical Supplies,Health,Corporate,TRANSFER,0,1,0.165,60513.68,50528.92,50528.92,0,1,21,6,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
First Class,South Balochistan,Balochistan,Women's Fashion,Clothing,Home Office,PAYMENT,2,3,0.114,105322.16,279946.3,93315.43,0,1,16,8,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
First Class,Northern Areas,Federal,Men's Fashion,Clothing,Consumer,TRANSFER,2,2,0.067,255677.04,477093.36,238546.68,1,1,0,8,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Standard Class,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Consumer,PAYMENT,7,3,0.177,205265.21,506799.8,168933.27,0,1,4,2,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
First Class,Capital Territory,Federal,Music,Books & Media,Consumer,PAYMENT,3,1,0.064,143678.4,134482.98,134482.98,0,1,19,11,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
First Class,Rural Sindh,Sindh,Footwear,Clothing,Corporate,CASH,2,4,0.327,89465.07,240839.97,60209.99,0,1,23,8,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Second Class,South KPK,KPK,Grocery,Food,Corporate,DEBIT,3,4,0.261,154701.21,457296.78,114324.2,0,1,7,11,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Standard Class,South Punjab,Punjab,Outdoor Sports,Sports,Consumer,PAYMENT,6,3,0.227,159431.46,369721.56,123240.52,0,1,13,9,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Same Day,South KPK,KPK,Team Sports,Sports,Consumer,CASH,1,1,0.083,180510.84,165528.44,165528.44,0,1,15,2,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Second Class,North KPK,KPK,Fitness Equipment,Sports,Consumer,DEBIT,4,5,0.09,79875.18,363432.07,72686.41,0,1,21,8,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,North Punjab,Punjab,Men's Fashion,Clothing,Consumer,TRANSFER,1,1,0.156,255677.04,215791.42,215791.42,1,1,16,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,1
Standard Class,South Balochistan,Balochistan,Men's Fashion,Clothing,Consumer,PAYMENT,4,1,0.294,83650.83,59057.49,59057.49,0,1,5,2,0.6475729301995985,0.6395294117647059,0.7366829702089818,0
First Class,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Consumer,CASH,3,3,0.332,205265.21,411351.48,137117.16,0,1,19,2,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Standard Class,North Punjab,Punjab,Audio,Electronics,Home Office,TRANSFER,5,3,0.219,171906.31,402776.48,134258.83,1,1,13,8,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Second Class,South KPK,KPK,Fitness Equipment,Sports,Corporate,DEBIT,3,5,0.341,210046.81,692104.24,138420.85,0,1,7,8,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Same Day,North KPK,KPK,Cameras,Electronics,Consumer,CASH,1,2,0.092,42546.33,77264.14,38632.07,0,1,11,9,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Same Day,North Balochistan,Balochistan,Movies & TV,Books & Media,Consumer,DEBIT,0,1,0.23,266892.85,205507.49,205507.49,0,1,12,9,0.6475729301995985,0.655679392933365,0.4316920322291853,0
Standard Class,South Punjab,Punjab,Car Accessories,Automotive,Consumer,DEBIT,6,1,0.189,289499.94,234784.45,234784.45,0,1,9,5,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Standard Class,South Punjab,Punjab,Cameras,Electronics,Home Office,DEBIT,6,1,0.087,262788.76,239926.14,239926.14,1,1,9,11,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Vitamins,Health,Home Office,CASH,0,2,0.165,142412.55,237828.96,118914.48,0,1,22,1,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Same Day,Northern Areas,Federal,Outdoor Sports,Sports,Corporate,TRANSFER,0,5,0.22,41117.74,160359.19,32071.84,0,1,8,6,0.7340503544365681,0.7303862035462716,0.4316920322291853,1
First Class,North Balochistan,Balochistan,Audio,Electronics,Corporate,PAYMENT,3,2,0.208,123693.12,195929.9,97964.95,0,1,18,11,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,North KPK,KPK,Movies & TV,Books & Media,Consumer,TRANSFER,7,3,0.088,136979.75,374776.6,124925.53,1,1,14,11,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Standard Class,North KPK,KPK,Women's Fashion,Clothing,Consumer,DEBIT,7,1,0.229,240023.07,185057.79,185057.79,0,1,20,9,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Standard Class,Capital Territory,Federal,Beverages,Food,Home Office,CASH,5,5,0.249,134425.94,504769.4,100953.88,0,1,1,5,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Standard Class,North KPK,KPK,Men's Fashion,Clothing,Consumer,TRANSFER,4,3,0.089,216371.24,591342.6,197114.2,0,1,20,11,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
